2025-03-19 16:52:51.729 |  | INFO     | server:lifespan:34 - RuoYi-FastAPI开始启动
2025-03-19 16:52:51.730 |  | INFO     | config.get_db:init_create_table:21 - 初始化数据库连接...
2025-03-19 17:40:45.560 |  | INFO     | server:lifespan:34 - RuoYi-FastAPI开始启动
2025-03-19 17:40:45.563 |  | INFO     | config.get_db:init_create_table:21 - 初始化数据库连接...
2025-03-19 17:48:33.663 |  | INFO     | server:lifespan:34 - RuoYi-FastAPI开始启动
2025-03-19 17:48:33.664 |  | INFO     | config.get_db:init_create_table:21 - 初始化数据库连接...
2025-03-19 17:50:05.660 |  | INFO     | server:lifespan:34 - RuoYi-FastAPI开始启动
2025-03-19 17:50:05.662 |  | INFO     | config.get_db:init_create_table:21 - 初始化数据库连接...
2025-03-19 17:50:06.660 |  | INFO     | config.get_db:init_create_table:24 - 数据库连接成功
2025-03-19 17:50:06.660 |  | INFO     | config.get_redis:create_redis_pool:22 - 开始连接redis...
2025-03-19 17:50:06.661 |  | ERROR    | config.get_redis:create_redis_pool:43 - redis连接错误，详细错误信息：Error 61 connecting to 127.0.0.1:6379. Connection refused.
